x_coordinate,y_coordinate,r,g,b
30.0,3.0,109.0,113.0,80.0
30.0,4.0,146.0,149.0,123.0
30.0,5.0,151.0,156.0,127.0
30.0,6.0,160.0,165.0,138.0
30.0,7.0,149.0,147.0,132.0
30.0,8.0,126.0,116.0,99.0
30.0,9.0,83.0,69.0,54.0
30.0,10.0,63.0,53.0,40.0
30.0,11.0,41.0,34.0,27.0
30.0,12.0,31.0,27.0,22.0
30.0,13.0,27.0,22.0,18.0
30.0,14.0,43.0,34.0,27.0
30.0,15.0,107.0,89.0,70.0
30.0,16.0,138.0,114.0,89.0
30.0,17.0,132.0,106.0,82.0
30.0,18.0,119.0,93.0,69.0
30.0,19.0,119.0,92.0,69.0
30.0,20.0,121.0,94.0,72.0
30.0,21.0,106.0,81.0,63.0
30.0,22.0,56.0,40.0,32.0
30.0,23.0,66.0,46.0,36.0
30.0,24.0,46.0,33.0,27.0
30.0,25.0,77.0,50.0,41.0
30.0,26.0,88.0,58.0,47.0
30.0,27.0,101.0,69.0,57.0
30.0,28.0,104.0,65.0,54.0
30.0,29.0,98.0,58.0,46.0
30.0,30.0,90.0,58.0,46.0
30.0,31.0,91.0,56.0,46.0
30.0,32.0,68.0,39.0,33.0
30.0,33.0,105.0,67.0,53.0
30.0,34.0,117.0,76.0,59.0
30.0,35.0,118.0,79.0,60.0
30.0,36.0,113.0,79.0,60.0
30.0,37.0,105.0,74.0,57.0
30.0,38.0,103.0,71.0,54.0
30.0,39.0,123.0,88.0,68.0
30.0,40.0,131.0,92.0,71.0
30.0,41.0,122.0,84.0,67.0
30.0,42.0,98.0,68.0,56.0
30.0,43.0,70.0,50.0,43.0
30.0,44.0,56.0,43.0,39.0
30.0,45.0,61.0,49.0,45.0
30.0,46.0,66.0,56.0,54.0
30.0,47.0,61.0,58.0,58.0
30.0,48.0,62.0,60.0,60.0
31.0,1.0,111.0,116.0,80.0
31.0,2.0,113.0,117.0,77.0
31.0,3.0,134.0,142.0,92.0
31.0,4.0,154.0,165.0,123.0
31.0,5.0,148.0,158.0,120.0
31.0,6.0,139.0,145.0,116.0
31.0,7.0,134.0,134.0,119.0
31.0,8.0,139.0,135.0,117.0
31.0,9.0,117.0,106.0,90.0
31.0,10.0,88.0,75.0,60.0
31.0,11.0,60.0,49.0,36.0
31.0,12.0,41.0,33.0,26.0
31.0,13.0,31.0,26.0,21.0
31.0,14.0,24.0,20.0,17.0
31.0,15.0,51.0,41.0,32.0
31.0,16.0,109.0,88.0,69.0
31.0,17.0,136.0,111.0,88.0
31.0,18.0,128.0,102.0,77.0
31.0,19.0,123.0,96.0,71.0
31.0,20.0,126.0,99.0,74.0
31.0,21.0,109.0,87.0,67.0
31.0,22.0,54.0,40.0,31.0
31.0,23.0,76.0,53.0,41.0
31.0,24.0,59.0,39.0,32.0
31.0,25.0,87.0,57.0,47.0
31.0,26.0,96.0,65.0,53.0
31.0,27.0,106.0,74.0,62.0
31.0,28.0,109.0,71.0,60.0
31.0,29.0,102.0,60.0,48.0
31.0,30.0,89.0,54.0,42.0
31.0,31.0,88.0,57.0,43.0
31.0,32.0,100.0,65.0,50.0
31.0,33.0,113.0,76.0,58.0
31.0,34.0,116.0,79.0,60.0
31.0,35.0,117.0,83.0,63.0
31.0,36.0,112.0,80.0,62.0
31.0,37.0,110.0,78.0,60.0
31.0,38.0,113.0,79.0,62.0
31.0,39.0,102.0,71.0,57.0
31.0,40.0,82.0,58.0,46.0
31.0,41.0,60.0,42.0,36.0
31.0,42.0,40.0,30.0,27.0
31.0,43.0,40.0,33.0,30.0
31.0,44.0,58.0,54.0,55.0
31.0,45.0,80.0,82.0,89.0
31.0,46.0,92.0,97.0,106.0
31.0,47.0,90.0,95.0,106.0
31.0,48.0,78.0,82.0,91.0
32.0,1.0,112.0,113.0,87.0
32.0,2.0,131.0,136.0,92.0
32.0,3.0,165.0,179.0,116.0
32.0,4.0,168.0,183.0,135.0
32.0,5.0,141.0,154.0,112.0
32.0,6.0,121.0,126.0,103.0
32.0,7.0,113.0,115.0,99.0
32.0,8.0,118.0,117.0,98.0
32.0,9.0,134.0,126.0,109.0
32.0,10.0,139.0,122.0,104.0
32.0,11.0,103.0,88.0,71.0
32.0,12.0,76.0,63.0,50.0
32.0,13.0,50.0,42.0,33.0
32.0,14.0,34.0,31.0,25.0
32.0,15.0,23.0,20.0,16.0
32.0,16.0,47.0,37.0,29.0
32.0,17.0,93.0,76.0,60.0
32.0,18.0,116.0,94.0,73.0
32.0,19.0,120.0,94.0,72.0
32.0,20.0,124.0,98.0,73.0
32.0,21.0,120.0,96.0,74.0
32.0,22.0,79.0,61.0,46.0
32.0,23.0,83.0,59.0,45.0
32.0,24.0,84.0,55.0,41.0
32.0,25.0,104.0,71.0,55.0
32.0,26.0,123.0,89.0,71.0
32.0,27.0,124.0,89.0,72.0
32.0,28.0,116.0,77.0,63.0
32.0,29.0,118.0,73.0,59.0
32.0,30.0,112.0,70.0,55.0
32.0,31.0,108.0,70.0,53.0
32.0,32.0,116.0,77.0,59.0
32.0,33.0,121.0,83.0,63.0
32.0,34.0,122.0,86.0,66.0
32.0,35.0,101.0,74.0,57.0
32.0,36.0,58.0,43.0,34.0
32.0,37.0,39.0,30.0,26.0
32.0,38.0,34.0,27.0,24.0
32.0,39.0,25.0,22.0,22.0
32.0,40.0,23.0,20.0,21.0
32.0,41.0,27.0,24.0,26.0
32.0,42.0,36.0,31.0,32.0
32.0,43.0,48.0,46.0,47.0
32.0,44.0,66.0,68.0,74.0
32.0,45.0,69.0,74.0,82.0
32.0,46.0,57.0,62.0,69.0
32.0,47.0,36.0,37.0,43.0
32.0,48.0,21.0,24.0,29.0
33.0,1.0,131.0,135.0,94.0
33.0,2.0,152.0,162.0,111.0
33.0,3.0,156.0,172.0,114.0
33.0,4.0,161.0,176.0,134.0
33.0,5.0,134.0,140.0,110.0
33.0,6.0,117.0,117.0,102.0
33.0,7.0,112.0,111.0,98.0
33.0,8.0,111.0,105.0,90.0
33.0,9.0,125.0,112.0,95.0
33.0,10.0,139.0,120.0,100.0
33.0,11.0,140.0,130.0,117.0
33.0,12.0,126.0,115.0,105.0
33.0,13.0,87.0,75.0,64.0
33.0,14.0,67.0,59.0,49.0
33.0,15.0,50.0,44.0,37.0
33.0,16.0,34.0,28.0,22.0
33.0,17.0,45.0,36.0,27.0
33.0,18.0,56.0,44.0,32.0
33.0,19.0,63.0,48.0,35.0
33.0,20.0,70.0,53.0,39.0
33.0,21.0,82.0,62.0,47.0
33.0,22.0,87.0,68.0,53.0
33.0,23.0,89.0,69.0,53.0
33.0,24.0,105.0,79.0,59.0
33.0,25.0,117.0,85.0,65.0
33.0,26.0,124.0,91.0,70.0
33.0,27.0,141.0,105.0,82.0
33.0,28.0,134.0,93.0,73.0
33.0,29.0,132.0,87.0,69.0
33.0,30.0,131.0,89.0,71.0
33.0,31.0,124.0,85.0,66.0
33.0,32.0,112.0,78.0,62.0
33.0,33.0,93.0,67.0,56.0
33.0,34.0,58.0,43.0,40.0
33.0,35.0,21.0,18.0,19.0
33.0,36.0,17.0,18.0,19.0
33.0,37.0,22.0,20.0,21.0
33.0,38.0,23.0,22.0,23.0
33.0,39.0,22.0,22.0,24.0
33.0,40.0,20.0,21.0,23.0
33.0,41.0,21.0,22.0,25.0
33.0,42.0,23.0,24.0,25.0
33.0,43.0,25.0,27.0,29.0
33.0,44.0,25.0,28.0,33.0
33.0,45.0,22.0,26.0,31.0
33.0,46.0,25.0,27.0,31.0
33.0,47.0,17.0,20.0,25.0
33.0,48.0,16.0,21.0,27.0
34.0,1.0,133.0,141.0,91.0
34.0,2.0,134.0,144.0,88.0
34.0,3.0,134.0,148.0,92.0
34.0,4.0,151.0,161.0,124.0
34.0,5.0,144.0,144.0,119.0
34.0,6.0,133.0,129.0,114.0
34.0,7.0,120.0,117.0,101.0
34.0,8.0,123.0,116.0,99.0
34.0,9.0,134.0,117.0,100.0
34.0,10.0,146.0,128.0,111.0
34.0,11.0,164.0,163.0,157.0
34.0,12.0,161.0,158.0,151.0
34.0,13.0,154.0,146.0,133.0
34.0,14.0,124.0,116.0,103.0
34.0,15.0,113.0,105.0,94.0
34.0,16.0,84.0,75.0,65.0
34.0,17.0,73.0,63.0,49.0
34.0,18.0,53.0,44.0,31.0
34.0,19.0,50.0,41.0,30.0
34.0,20.0,47.0,37.0,28.0
34.0,21.0,42.0,30.0,24.0
34.0,22.0,57.0,45.0,38.0
34.0,23.0,78.0,62.0,52.0
34.0,24.0,102.0,74.0,59.0
34.0,25.0,112.0,80.0,64.0
34.0,26.0,125.0,93.0,75.0
34.0,27.0,149.0,111.0,91.0
34.0,28.0,167.0,133.0,109.0
34.0,29.0,159.0,124.0,100.0
34.0,30.0,178.0,154.0,129.0
34.0,31.0,121.0,108.0,98.0
34.0,32.0,33.0,29.0,34.0
34.0,33.0,11.0,12.0,21.0
34.0,34.0,7.0,10.0,20.0
34.0,35.0,4.0,6.0,11.0
34.0,36.0,5.0,8.0,11.0
34.0,37.0,10.0,11.0,14.0
34.0,38.0,10.0,12.0,16.0
34.0,39.0,13.0,15.0,17.0
34.0,40.0,15.0,16.0,17.0
34.0,41.0,15.0,17.0,20.0
34.0,42.0,14.0,17.0,21.0
34.0,43.0,16.0,18.0,22.0
34.0,44.0,16.0,19.0,23.0
34.0,45.0,16.0,19.0,22.0
34.0,46.0,22.0,23.0,25.0
34.0,47.0,15.0,18.0,23.0
34.0,48.0,14.0,18.0,24.0
35.0,1.0,134.0,145.0,83.0
35.0,2.0,120.0,131.0,72.0
35.0,3.0,122.0,131.0,85.0
35.0,4.0,145.0,148.0,126.0
35.0,5.0,149.0,139.0,126.0
35.0,6.0,150.0,138.0,124.0
35.0,7.0,147.0,134.0,116.0
35.0,8.0,158.0,141.0,121.0
35.0,9.0,163.0,142.0,118.0
35.0,10.0,159.0,140.0,120.0
35.0,11.0,155.0,152.0,143.0
35.0,12.0,156.0,149.0,140.0
35.0,13.0,172.0,159.0,146.0
35.0,14.0,164.0,151.0,138.0
35.0,15.0,154.0,145.0,136.0
35.0,16.0,145.0,139.0,130.0
35.0,17.0,131.0,126.0,113.0
35.0,18.0,108.0,103.0,93.0
35.0,19.0,123.0,112.0,100.0
35.0,20.0,166.0,153.0,138.0
35.0,21.0,171.0,155.0,135.0
35.0,22.0,197.0,180.0,157.0
35.0,23.0,210.0,193.0,169.0
35.0,24.0,213.0,192.0,166.0
35.0,25.0,216.0,195.0,167.0
35.0,26.0,219.0,199.0,170.0
35.0,27.0,219.0,197.0,167.0
35.0,28.0,213.0,192.0,164.0
35.0,29.0,205.0,186.0,156.0
35.0,30.0,207.0,190.0,161.0
35.0,31.0,169.0,159.0,146.0
35.0,32.0,47.0,47.0,57.0
35.0,33.0,8.0,11.0,22.0
35.0,34.0,8.0,11.0,20.0
35.0,35.0,5.0,7.0,11.0
35.0,36.0,8.0,10.0,14.0
35.0,37.0,11.0,12.0,17.0
35.0,38.0,16.0,16.0,21.0
35.0,39.0,19.0,19.0,22.0
35.0,40.0,25.0,24.0,23.0
35.0,41.0,21.0,21.0,23.0
35.0,42.0,16.0,18.0,23.0
35.0,43.0,16.0,18.0,22.0
35.0,44.0,16.0,18.0,21.0
35.0,45.0,20.0,21.0,22.0
35.0,46.0,21.0,22.0,22.0
35.0,47.0,16.0,19.0,20.0
35.0,48.0,15.0,18.0,20.0
36.0,1.0,156.0,166.0,91.0
36.0,2.0,139.0,151.0,83.0
36.0,3.0,153.0,152.0,112.0
36.0,4.0,141.0,140.0,131.0
36.0,5.0,137.0,128.0,127.0
36.0,6.0,140.0,132.0,125.0
36.0,7.0,138.0,127.0,114.0
36.0,8.0,150.0,138.0,123.0
36.0,9.0,154.0,140.0,125.0
36.0,10.0,149.0,138.0,127.0
36.0,11.0,149.0,150.0,147.0
36.0,12.0,153.0,150.0,146.0
36.0,13.0,155.0,149.0,141.0
36.0,14.0,148.0,141.0,134.0
36.0,15.0,141.0,136.0,133.0
36.0,16.0,134.0,133.0,131.0
36.0,17.0,120.0,120.0,116.0
36.0,18.0,129.0,128.0,125.0
36.0,19.0,160.0,151.0,139.0
36.0,20.0,206.0,197.0,181.0
36.0,21.0,214.0,201.0,178.0
36.0,22.0,224.0,208.0,182.0
36.0,23.0,228.0,212.0,186.0
36.0,24.0,229.0,212.0,184.0
36.0,25.0,229.0,212.0,182.0
36.0,26.0,229.0,211.0,181.0
36.0,27.0,222.0,203.0,172.0
36.0,28.0,217.0,198.0,169.0
36.0,29.0,215.0,197.0,168.0
36.0,30.0,211.0,194.0,164.0
36.0,31.0,197.0,183.0,163.0
36.0,32.0,94.0,93.0,97.0
36.0,33.0,20.0,23.0,34.0
36.0,34.0,21.0,24.0,35.0
36.0,35.0,7.0,9.0,15.0
36.0,36.0,6.0,6.0,12.0
36.0,37.0,8.0,11.0,16.0
36.0,38.0,13.0,15.0,20.0
36.0,39.0,16.0,16.0,21.0
36.0,40.0,19.0,19.0,21.0
36.0,41.0,12.0,14.0,19.0
36.0,42.0,10.0,13.0,18.0
36.0,43.0,10.0,14.0,18.0
36.0,44.0,9.0,13.0,17.0
36.0,45.0,14.0,16.0,20.0
36.0,46.0,10.0,14.0,18.0
36.0,47.0,10.0,14.0,19.0
36.0,48.0,11.0,15.0,19.0
37.0,1.0,138.0,148.0,84.0
37.0,2.0,137.0,145.0,82.0
37.0,3.0,175.0,160.0,121.0
37.0,4.0,143.0,135.0,126.0
37.0,5.0,138.0,132.0,126.0
37.0,6.0,133.0,128.0,124.0
37.0,7.0,129.0,121.0,117.0
37.0,8.0,121.0,104.0,95.0
37.0,9.0,122.0,103.0,93.0
37.0,10.0,133.0,126.0,121.0
37.0,11.0,140.0,146.0,146.0
37.0,12.0,164.0,160.0,152.0
37.0,13.0,159.0,152.0,139.0
37.0,14.0,143.0,135.0,122.0
37.0,15.0,140.0,134.0,123.0
37.0,16.0,125.0,121.0,111.0
37.0,17.0,109.0,107.0,99.0
37.0,18.0,120.0,119.0,111.0
37.0,19.0,167.0,158.0,142.0
37.0,20.0,206.0,197.0,181.0
37.0,21.0,216.0,201.0,178.0
37.0,22.0,223.0,206.0,180.0
37.0,23.0,229.0,212.0,186.0
37.0,24.0,230.0,214.0,185.0
37.0,25.0,230.0,213.0,183.0
37.0,26.0,229.0,212.0,181.0
37.0,27.0,222.0,203.0,171.0
37.0,28.0,220.0,201.0,171.0
37.0,29.0,209.0,192.0,165.0
37.0,30.0,185.0,171.0,147.0
37.0,31.0,157.0,146.0,132.0
37.0,32.0,110.0,108.0,112.0
37.0,33.0,37.0,40.0,50.0
37.0,34.0,32.0,35.0,47.0
37.0,35.0,16.0,20.0,29.0
37.0,36.0,5.0,6.0,13.0
37.0,37.0,3.0,5.0,9.0
37.0,38.0,5.0,7.0,12.0
37.0,39.0,8.0,11.0,15.0
37.0,40.0,14.0,16.0,17.0
37.0,41.0,11.0,14.0,18.0
37.0,42.0,11.0,15.0,19.0
37.0,43.0,13.0,16.0,21.0
37.0,44.0,14.0,17.0,21.0
37.0,45.0,16.0,19.0,22.0
37.0,46.0,11.0,15.0,21.0
37.0,47.0,12.0,17.0,22.0
37.0,48.0,18.0,22.0,27.0
38.0,1.0,119.0,134.0,74.0
38.0,2.0,135.0,139.0,79.0
38.0,3.0,185.0,157.0,120.0
38.0,4.0,171.0,154.0,143.0
38.0,5.0,189.0,169.0,163.0
38.0,6.0,181.0,164.0,160.0
38.0,7.0,168.0,157.0,154.0
38.0,8.0,158.0,130.0,117.0
38.0,9.0,161.0,125.0,108.0
38.0,10.0,167.0,152.0,141.0
38.0,11.0,175.0,177.0,179.0
38.0,12.0,197.0,190.0,181.0
38.0,13.0,190.0,181.0,166.0
38.0,14.0,171.0,163.0,149.0
38.0,15.0,156.0,151.0,140.0
38.0,16.0,147.0,140.0,129.0
38.0,17.0,141.0,139.0,131.0
38.0,18.0,155.0,152.0,144.0
38.0,19.0,206.0,194.0,176.0
38.0,20.0,213.0,204.0,186.0
38.0,21.0,217.0,203.0,178.0
38.0,22.0,222.0,205.0,179.0
38.0,23.0,228.0,211.0,185.0
38.0,24.0,231.0,214.0,186.0
38.0,25.0,230.0,213.0,184.0
38.0,26.0,228.0,210.0,180.0
38.0,27.0,225.0,205.0,174.0
38.0,28.0,204.0,187.0,160.0
38.0,29.0,88.0,80.0,74.0
38.0,30.0,35.0,32.0,33.0
38.0,31.0,19.0,18.0,22.0
38.0,32.0,67.0,68.0,73.0
38.0,33.0,44.0,47.0,56.0
38.0,34.0,39.0,43.0,53.0
38.0,35.0,32.0,35.0,44.0
38.0,36.0,24.0,27.0,35.0
38.0,37.0,9.0,11.0,17.0
38.0,38.0,5.0,7.0,12.0
38.0,39.0,4.0,7.0,11.0
38.0,40.0,7.0,10.0,14.0
38.0,41.0,9.0,11.0,14.0
38.0,42.0,10.0,12.0,14.0
38.0,43.0,10.0,12.0,15.0
38.0,44.0,8.0,12.0,15.0
38.0,45.0,9.0,14.0,17.0
38.0,46.0,34.0,38.0,41.0
38.0,47.0,83.0,85.0,87.0
38.0,48.0,138.0,139.0,137.0
39.0,1.0,102.0,120.0,59.0
39.0,2.0,131.0,133.0,74.0
39.0,3.0,192.0,166.0,131.0
39.0,4.0,189.0,173.0,163.0
39.0,5.0,188.0,161.0,152.0
39.0,6.0,177.0,148.0,138.0
39.0,7.0,171.0,153.0,146.0
39.0,8.0,173.0,139.0,122.0
39.0,9.0,184.0,142.0,120.0
39.0,10.0,187.0,167.0,149.0
39.0,11.0,188.0,181.0,171.0
39.0,12.0,201.0,193.0,180.0
39.0,13.0,199.0,190.0,177.0
39.0,14.0,176.0,169.0,157.0
39.0,15.0,155.0,149.0,137.0
39.0,16.0,155.0,151.0,141.0
39.0,17.0,148.0,147.0,141.0
39.0,18.0,166.0,159.0,149.0
39.0,19.0,219.0,203.0,184.0
39.0,20.0,215.0,205.0,187.0
39.0,21.0,219.0,203.0,179.0
39.0,22.0,224.0,207.0,181.0
39.0,23.0,227.0,210.0,183.0
39.0,24.0,230.0,214.0,186.0
39.0,25.0,229.0,212.0,183.0
39.0,26.0,226.0,209.0,179.0
39.0,27.0,228.0,209.0,178.0
39.0,28.0,185.0,171.0,150.0
39.0,29.0,35.0,38.0,50.0
39.0,30.0,6.0,10.0,20.0
39.0,31.0,5.0,8.0,17.0
39.0,32.0,46.0,49.0,60.0
39.0,33.0,70.0,72.0,81.0
39.0,34.0,45.0,48.0,57.0
39.0,35.0,26.0,30.0,40.0
39.0,36.0,34.0,36.0,46.0
39.0,37.0,37.0,38.0,46.0
39.0,38.0,22.0,23.0,32.0
39.0,39.0,9.0,12.0,21.0
39.0,40.0,7.0,11.0,18.0
39.0,41.0,11.0,13.0,17.0
39.0,42.0,18.0,17.0,19.0
39.0,43.0,26.0,24.0,22.0
39.0,44.0,41.0,42.0,40.0
39.0,45.0,106.0,107.0,106.0
39.0,46.0,179.0,177.0,174.0
39.0,47.0,206.0,202.0,196.0
39.0,48.0,214.0,210.0,200.0
40.0,1.0,89.0,106.0,57.0
40.0,2.0,115.0,121.0,69.0
40.0,3.0,184.0,167.0,139.0
40.0,4.0,201.0,191.0,183.0
40.0,5.0,186.0,158.0,145.0
40.0,6.0,166.0,132.0,117.0
40.0,7.0,166.0,141.0,128.0
40.0,8.0,171.0,135.0,118.0
40.0,9.0,183.0,148.0,128.0
40.0,10.0,186.0,169.0,151.0
40.0,11.0,190.0,186.0,179.0
40.0,12.0,197.0,194.0,186.0
40.0,13.0,190.0,182.0,171.0
40.0,14.0,165.0,159.0,148.0
40.0,15.0,148.0,144.0,136.0
40.0,16.0,144.0,143.0,135.0
40.0,17.0,154.0,154.0,149.0
40.0,18.0,187.0,177.0,166.0
40.0,19.0,221.0,204.0,184.0
40.0,20.0,214.0,203.0,184.0
40.0,21.0,219.0,203.0,179.0
40.0,22.0,225.0,209.0,183.0
40.0,23.0,225.0,209.0,180.0
40.0,24.0,228.0,213.0,183.0
40.0,25.0,228.0,211.0,181.0
40.0,26.0,228.0,211.0,181.0
40.0,27.0,229.0,210.0,180.0
40.0,28.0,210.0,194.0,168.0
40.0,29.0,109.0,107.0,112.0
40.0,30.0,47.0,53.0,74.0
40.0,31.0,37.0,44.0,66.0
40.0,32.0,55.0,61.0,84.0
40.0,33.0,76.0,79.0,92.0
40.0,34.0,71.0,71.0,76.0
40.0,35.0,35.0,36.0,45.0
40.0,36.0,26.0,27.0,39.0
40.0,37.0,26.0,28.0,41.0
40.0,38.0,31.0,33.0,44.0
40.0,39.0,31.0,33.0,43.0
40.0,40.0,19.0,22.0,33.0
40.0,41.0,15.0,18.0,31.0
40.0,42.0,18.0,18.0,29.0
40.0,43.0,62.0,54.0,55.0
40.0,44.0,163.0,157.0,148.0
40.0,45.0,204.0,200.0,188.0
40.0,46.0,213.0,207.0,197.0
40.0,47.0,213.0,205.0,195.0
40.0,48.0,208.0,200.0,190.0
41.0,1.0,95.0,117.0,70.0
41.0,2.0,106.0,120.0,76.0
41.0,3.0,177.0,167.0,148.0
41.0,4.0,196.0,188.0,181.0
41.0,5.0,176.0,153.0,138.0
41.0,6.0,164.0,137.0,121.0
41.0,7.0,159.0,135.0,120.0
41.0,8.0,169.0,139.0,123.0
41.0,9.0,177.0,154.0,137.0
41.0,10.0,179.0,169.0,155.0
41.0,11.0,181.0,183.0,181.0
41.0,12.0,182.0,184.0,182.0
41.0,13.0,169.0,165.0,155.0
41.0,14.0,162.0,158.0,148.0
41.0,15.0,154.0,153.0,148.0
41.0,16.0,146.0,146.0,140.0
41.0,17.0,154.0,155.0,150.0
41.0,18.0,187.0,175.0,163.0
41.0,19.0,209.0,190.0,168.0
41.0,20.0,211.0,198.0,178.0
41.0,21.0,218.0,202.0,177.0
41.0,22.0,223.0,207.0,181.0
41.0,23.0,223.0,206.0,179.0
41.0,24.0,226.0,210.0,180.0
41.0,25.0,229.0,212.0,182.0
41.0,26.0,229.0,211.0,181.0
41.0,27.0,229.0,210.0,178.0
41.0,28.0,226.0,207.0,176.0
41.0,29.0,210.0,192.0,167.0
41.0,30.0,146.0,136.0,125.0
41.0,31.0,85.0,83.0,87.0
41.0,32.0,71.0,73.0,86.0
41.0,33.0,50.0,53.0,67.0
41.0,34.0,71.0,71.0,79.0
41.0,35.0,58.0,57.0,63.0
41.0,36.0,36.0,37.0,46.0
41.0,37.0,26.0,28.0,41.0
41.0,38.0,22.0,24.0,36.0
41.0,39.0,20.0,23.0,36.0
41.0,40.0,22.0,26.0,38.0
41.0,41.0,21.0,25.0,37.0
41.0,42.0,31.0,33.0,44.0
41.0,43.0,153.0,150.0,145.0
41.0,44.0,208.0,200.0,185.0
41.0,45.0,208.0,200.0,186.0
41.0,46.0,206.0,199.0,186.0
41.0,47.0,207.0,201.0,189.0
41.0,48.0,212.0,207.0,196.0
42.0,1.0,106.0,129.0,77.0
42.0,2.0,106.0,125.0,76.0
42.0,3.0,159.0,153.0,128.0
42.0,4.0,185.0,172.0,164.0
42.0,5.0,176.0,161.0,152.0
42.0,6.0,161.0,145.0,135.0
42.0,7.0,154.0,140.0,130.0
42.0,8.0,164.0,141.0,128.0
42.0,9.0,170.0,155.0,138.0
42.0,10.0,181.0,170.0,155.0
42.0,11.0,174.0,178.0,176.0
42.0,12.0,167.0,172.0,172.0
42.0,13.0,166.0,163.0,153.0
42.0,14.0,153.0,151.0,142.0
42.0,15.0,151.0,151.0,145.0
42.0,16.0,148.0,148.0,140.0
42.0,17.0,159.0,159.0,150.0
42.0,18.0,188.0,177.0,160.0
42.0,19.0,202.0,184.0,159.0
42.0,20.0,202.0,188.0,167.0
42.0,21.0,213.0,197.0,174.0
42.0,22.0,219.0,203.0,177.0
42.0,23.0,221.0,204.0,177.0
42.0,24.0,228.0,212.0,182.0
42.0,25.0,231.0,215.0,184.0
42.0,26.0,230.0,212.0,181.0
42.0,27.0,230.0,210.0,179.0
42.0,28.0,227.0,207.0,177.0
42.0,29.0,216.0,190.0,159.0
42.0,30.0,196.0,164.0,129.0
42.0,31.0,174.0,148.0,115.0
42.0,32.0,143.0,123.0,100.0
42.0,33.0,105.0,96.0,88.0
42.0,34.0,61.0,62.0,67.0
42.0,35.0,60.0,60.0,66.0
42.0,36.0,45.0,46.0,52.0
42.0,37.0,38.0,39.0,47.0
42.0,38.0,29.0,31.0,41.0
42.0,39.0,20.0,23.0,35.0
42.0,40.0,15.0,19.0,31.0
42.0,41.0,15.0,19.0,29.0
42.0,42.0,103.0,101.0,100.0
42.0,43.0,216.0,206.0,191.0
42.0,44.0,212.0,201.0,186.0
42.0,45.0,216.0,207.0,194.0
42.0,46.0,214.0,207.0,195.0
42.0,47.0,212.0,205.0,194.0
42.0,48.0,212.0,206.0,195.0
43.0,1.0,106.0,130.0,77.0
43.0,2.0,102.0,127.0,68.0
43.0,3.0,129.0,140.0,104.0
43.0,4.0,166.0,162.0,150.0
43.0,5.0,174.0,163.0,154.0
43.0,6.0,154.0,144.0,135.0
43.0,7.0,152.0,140.0,132.0
43.0,8.0,168.0,141.0,127.0
43.0,9.0,183.0,164.0,141.0
43.0,10.0,198.0,182.0,161.0
43.0,11.0,183.0,183.0,177.0
43.0,12.0,164.0,167.0,165.0
43.0,13.0,157.0,154.0,147.0
43.0,14.0,144.0,143.0,138.0
43.0,15.0,145.0,146.0,145.0
43.0,16.0,138.0,138.0,137.0
43.0,17.0,152.0,150.0,137.0
43.0,18.0,187.0,180.0,155.0
43.0,19.0,184.0,176.0,148.0
43.0,20.0,181.0,171.0,147.0
43.0,21.0,205.0,190.0,167.0
43.0,22.0,215.0,199.0,174.0
43.0,23.0,219.0,203.0,174.0
43.0,24.0,228.0,212.0,182.0
43.0,25.0,231.0,214.0,184.0
43.0,26.0,231.0,212.0,182.0
43.0,27.0,231.0,212.0,180.0
43.0,28.0,234.0,217.0,188.0
43.0,29.0,191.0,156.0,122.0
43.0,30.0,165.0,112.0,70.0
43.0,31.0,202.0,164.0,119.0
43.0,32.0,207.0,172.0,127.0
43.0,33.0,187.0,158.0,122.0
43.0,34.0,103.0,96.0,90.0
43.0,35.0,71.0,72.0,77.0
43.0,36.0,33.0,37.0,45.0
43.0,37.0,32.0,36.0,44.0
43.0,38.0,30.0,33.0,42.0
43.0,39.0,27.0,31.0,41.0
43.0,40.0,24.0,27.0,37.0
43.0,41.0,67.0,66.0,69.0
43.0,42.0,205.0,195.0,178.0
43.0,43.0,210.0,194.0,176.0
43.0,44.0,208.0,197.0,180.0
43.0,45.0,198.0,189.0,173.0
43.0,46.0,189.0,178.0,162.0
43.0,47.0,185.0,173.0,158.0
43.0,48.0,185.0,174.0,159.0
44.0,1.0,105.0,130.0,80.0
44.0,2.0,103.0,128.0,78.0
44.0,3.0,127.0,141.0,108.0
44.0,4.0,155.0,153.0,139.0
44.0,5.0,143.0,130.0,115.0
44.0,6.0,129.0,117.0,104.0
44.0,7.0,119.0,109.0,98.0
44.0,8.0,133.0,121.0,106.0
44.0,9.0,176.0,162.0,141.0
44.0,10.0,200.0,182.0,163.0
44.0,11.0,170.0,171.0,167.0
44.0,12.0,118.0,121.0,121.0
44.0,13.0,101.0,102.0,102.0
44.0,14.0,95.0,96.0,96.0
44.0,15.0,96.0,97.0,100.0
44.0,16.0,95.0,98.0,100.0
44.0,17.0,114.0,113.0,101.0
44.0,18.0,151.0,149.0,125.0
44.0,19.0,151.0,148.0,123.0
44.0,20.0,159.0,152.0,129.0
44.0,21.0,190.0,177.0,154.0
44.0,22.0,202.0,186.0,162.0
44.0,23.0,205.0,189.0,162.0
44.0,24.0,209.0,193.0,165.0
44.0,25.0,210.0,194.0,166.0
44.0,26.0,213.0,194.0,166.0
44.0,27.0,233.0,211.0,179.0
44.0,28.0,249.0,233.0,205.0
44.0,29.0,194.0,159.0,125.0
